Subject_Name,Student_Name,Approve
Computer Science,Rita Orange,YES
Computer Science,Rita Pink,YES
Computer Science,Rita Purple,YES
Computer Science,Rita Red,YES
Computer Science,Rita Teal,YES
Computer Science,Rita Violet,YES
Computer Science,Rita White,YES
Computer Science,Rita Yellow,YES
Computer Science,Sam Azure,YES
Computer Science,Sam Beige,YES
Computer Science,Sam Black,YES
Computer Science,Sam Blue,YES
Computer Science,Sam Brown,YES
Computer Science,Sam Cyan,YES
Computer Science,Sam Davis,YES
Computer Science,Sam Gray,YES
Computer Science,Sam Green,YES
Computer Science,Sam Indigo,YES
Computer Science,Sam Johnson,YES
Computer Science,Sam Magenta,YES
Computer Science,Sam Orange,YES
Computer Science,Sam Pink,YES
Computer Science,Sam Purple,YES
Computer Science,Sam Red,YES
Computer Science,Sam Teal,YES
Computer Science,Sam Violet,YES
Computer Science,Sam White,YES
Economics,Alice Azure,NO
Economics,Alice Black,YES
Economics,Alice Blue,YES
Economics,Alice Brown,YES
Economics,Alice Cyan,YES
Economics,Alice Davis,YES
Economics,Alice Gray,NO
Economics,Alice Green,YES
Economics,Alice Indigo,NO
Economics,Alice Johnson,YES
Economics,Alice Magenta,YES
Economics,Alice Orange,YES
Economics,Alice Pink,YES
Economics,Alice Purple,YES
Economics,Alice Red,YES
Economics,Alice Teal,NO
Economics,Alice Violet,YES
Economics,Alice White,YES
Economics,Alice Yellow,YES
Economics,Bob Azure,YES
Economics,Bob Beige,YES
Economics,Bob Black,NO
Economics,Bob Blue,YES
Economics,Bob Brown,NO
Economics,Bob Cyan,YES
Economics,Bob Davis,YES
Economics,Bob Gray,YES
Economics,Bob Green,YES
Economics,Bob Indigo,YES
Economics,Bob Johnson,YES
Economics,Bob Magenta,YES
Economics,Bob Orange,YES
Economics,Bob Pink,YES
Economics,Bob Purple,YES
Economics,Bob Red,YES
Economics,Bob Teal,YES
Economics,Bob Violet,YES
Economics,Bob White,YES
Economics,Bob Yellow,YES
Economics,Charlie Azure,YES
Economics,Charlie Beige,YES
Economics,Charlie Black,YES
Economics,Charlie Blue,YES
Economics,Charlie Brown,NO
Economics,Charlie Cyan,YES
Economics,Charlie Davis,YES
Economics,Charlie Gray,YES
Economics,Charlie Green,YES
Economics,Charlie Indigo,YES
Economics,Charlie Johnson,YES
Economics,Charlie Magenta,YES
Economics,Charlie Orange,YES
Economics,Charlie Pink,YES
Economics,Charlie Purple,YES
Economics,Charlie Red,YES
Economics,Charlie Teal,NO
Economics,Charlie Violet,YES
Economics,Charlie White,YES
Economics,Charlie Yellow,YES
Economics,Dana Azure,YES
Economics,Dana Beige,NO
Economics,Dana Black,NO
Economics,Dana Blue,YES
Economics,Dana Brown,NO
Economics,Dana Cyan,YES
Economics,Dana Davis,YES
Economics,Dana Gray,YES
Economics,Dana Green,YES
Economics,Dana Indigo,YES
Economics,Dana Johnson,YES
Economics,Dana Magenta,NO
Economics,Dana Orange,YES
Economics,Dana Pink,YES
Economics,Dana Purple,YES
Economics,Dana Red,YES
Economics,Dana Teal,YES
Economics,Dana Violet,YES
Economics,Dana White,YES
Economics,Dana Yellow,YES
Economics,Eve Azure,YES
Economics,Eve Beige,YES
Economics,Eve Black,YES
Economics,Eve Blue,NO
Economics,Eve Brown,YES
Economics,Eve Cyan,YES
Economics,Eve Davis,YES
Economics,Eve Gray,YES
Economics,Eve Green,NO
Economics,Eve Indigo,YES
Economics,Eve Johnson,YES
Economics,Eve Magenta,YES
Economics,Eve Orange,YES
Economics,Eve Pink,YES
Economics,Eve Purple,YES
Economics,Eve Red,YES
Economics,Eve Teal,YES
Economics,Eve Violet,YES
Economics,Eve White,YES
Economics,Eve Yellow,YES
Economics,Frank Azure,YES
Economics,Frank Beige,NO
Economics,Frank Black,NO
Economics,Frank Blue,YES
Economics,Frank Brown,YES
Economics,Frank Cyan,YES
Economics,Frank Davis,YES
Economics,Frank Gray,YES
Economics,Frank Green,YES
Economics,Frank Indigo,YES
Economics,Frank Johnson,YES
Economics,Frank Magenta,YES
Economics,Frank Orange,YES
Economics,Frank Pink,NO
Economics,Frank Purple,YES
Economics,Frank Red,YES
Economics,Frank Teal,YES
Economics,Frank Violet,NO
Economics,Frank White,YES
Economics,Frank Yellow,YES
Economics,Grace Azure,NO
Economics,Grace Beige,YES
Economics,Grace Black,YES
Economics,Grace Blue,YES
Economics,Grace Brown,YES
Economics,Grace Cyan,YES
Economics,Grace Davis,YES
Economics,Grace Gray,YES
Economics,Grace Green,YES
Economics,Grace Indigo,YES
Economics,Grace Johnson,YES
Economics,Grace Magenta,YES
Economics,Grace Orange,YES
Economics,Grace Pink,YES
Economics,Grace Purple,YES
Economics,Grace Red,YES
Economics,Grace Teal,YES
Economics,Grace Violet,YES
Economics,Grace White,YES
Economics,Grace Yellow,YES
Economics,Hank Azure,YES
Economics,Hank Beige,NO
Economics,Hank Black,NO
Economics,Hank Blue,YES
Economics,Hank Brown,YES
Economics,Hank Cyan,YES
Economics,Hank Davis,NO
Economics,Hank Gray,NO
Economics,Hank Green,YES
Economics,Hank Indigo,YES
Economics,Hank Johnson,YES
Economics,Hank Magenta,YES
Economics,Hank Orange,NO
Economics,Hank Pink,YES
Economics,Hank Purple,YES
Economics,Hank Red,YES
Economics,Hank Teal,YES
Economics,Hank Violet,YES
Economics,Hank White,YES
Economics,Hank Yellow,YES
Economics,Ivy Azure,YES
Economics,Ivy Beige,YES
Economics,Ivy Black,NO
Economics,Ivy Blue,YES
Economics,Ivy Brown,YES
Economics,Ivy Cyan,YES
Economics,Ivy Davis,NO
Economics,Ivy Gray,YES
Economics,Ivy Green,YES
Economics,Ivy Indigo,YES
Economics,Ivy Johnson,NO
Economics,Ivy Magenta,YES
Economics,Ivy Orange,NO
Economics,Ivy Pink,NO
Economics,Ivy Purple,YES
Economics,Ivy Red,YES
Economics,Ivy Teal,YES
Economics,Ivy Violet,YES
Economics,Ivy White,NO
Economics,Ivy Yellow,NO
Economics,Jack Azure,YES
Economics,Jack Beige,YES
Economics,Jack Black,NO
Economics,Jack Blue,YES
Economics,Jack Brown,YES
Economics,Jack Cyan,YES
Economics,Jack Davis,YES
Economics,Jack Gray,YES
Economics,Jack Green,YES
Economics,Jack Indigo,YES
Economics,Jack Johnson,YES
Economics,Jack Magenta,YES
Economics,Jack Orange,YES
Economics,Jack Pink,YES
Economics,Jack Purple,YES
Economics,Jack Red,NO
Economics,Jack Teal,YES
Economics,Jack Violet,NO
Economics,Jack White,NO
Economics,Jack Yellow,YES
Economics,Kelly Azure,YES
Economics,Kelly Beige,YES
Economics,Kelly Black,NO
Economics,Kelly Blue,YES
Economics,Kelly Brown,YES
Economics,Kelly Cyan,YES
Economics,Kelly Davis,NO
Economics,Kelly Gray,YES
Economics,Kelly Green,YES
Economics,Kelly Indigo,YES
Economics,Kelly Johnson,NO
Economics,Kelly Magenta,YES
Economics,Kelly Orange,YES
Economics,Kelly Pink,YES
Economics,Kelly Purple,YES
Economics,Kelly Red,NO
Economics,Kelly Teal,YES
Economics,Kelly Violet,YES
Economics,Kelly White,YES
Economics,Kelly Yellow,YES
Economics,Liam Azure,YES
Economics,Liam Beige,YES
Economics,Liam Black,YES
Economics,Liam Blue,YES
Economics,Liam Brown,YES
Economics,Liam Cyan,YES
Economics,Liam Davis,YES
Economics,Liam Gray,NO
Economics,Liam Green,YES
Economics,Liam Indigo,YES
Economics,Liam Johnson,YES
Economics,Liam Magenta,YES
Economics,Liam Orange,YES
Economics,Liam Pink,YES
Economics,Liam Purple,YES
Economics,Liam Red,YES
Economics,Liam Teal,YES
Economics,Liam Violet,YES
Economics,Liam White,YES
Economics,Liam Yellow,YES
Economics,Mona Azure,YES
Economics,Mona Beige,YES
Economics,Mona Black,YES
Economics,Mona Blue,YES
Economics,Mona Brown,YES
Economics,Mona Cyan,YES
Economics,Mona Davis,YES
Economics,Mona Gray,YES
Economics,Mona Green,YES
Economics,Mona Indigo,NO
Economics,Mona Johnson,YES
Economics,Mona Magenta,YES
Economics,Mona Orange,YES
Economics,Mona Pink,YES
Economics,Mona Purple,YES
Economics,Mona Red,YES
Economics,Mona Teal,YES
Economics,Mona Violet,YES
Economics,Mona White,YES
Economics,Mona Yellow,YES
Economics,Nick Azure,YES
Economics,Nick Beige,YES
Economics,Nick Black,NO
Economics,Nick Blue,YES
Economics,Nick Brown,YES
Economics,Nick Cyan,YES
Economics,Nick Davis,YES
Economics,Nick Gray,YES
Economics,Nick Green,NO
Economics,Nick Indigo,YES
Economics,Nick Johnson,YES
Economics,Nick Magenta,YES
Economics,Nick Orange,YES
Economics,Nick Pink,YES
Economics,Nick Purple,YES
Economics,Nick Red,YES
Economics,Nick Teal,NO
Economics,Nick Violet,NO
Economics,Nick White,YES
Economics,Nick Yellow,YES
Economics,Olivia Azure,YES
Economics,Olivia Beige,YES
Economics,Olivia Black,YES
Economics,Olivia Blue,NO
Economics,Olivia Brown,YES
Economics,Olivia Cyan,YES
Economics,Olivia Davis,YES
Economics,Olivia Gray,YES
Economics,Olivia Green,NO
Economics,Olivia Indigo,YES
Economics,Olivia Johnson,YES
Economics,Olivia Magenta,YES
Economics,Olivia Orange,NO
Economics,Olivia Pink,YES
Economics,Olivia Purple,YES
Economics,Olivia Red,YES
Economics,Olivia Teal,YES
Economics,Olivia Violet,YES
Economics,Olivia White,YES
Economics,Olivia Yellow,YES
Economics,Paul Azure,YES
Economics,Paul Beige,YES
Economics,Paul Black,YES
Economics,Paul Blue,YES
Economics,Paul Brown,YES
Economics,Paul Cyan,YES
Economics,Paul Davis,YES
Economics,Paul Gray,YES
Economics,Paul Green,YES
Economics,Paul Indigo,YES
Economics,Paul Johnson,YES
Economics,Paul Magenta,YES
Economics,Paul Orange,YES
Economics,Paul Pink,YES
Economics,Paul Purple,NO
Economics,Paul Red,YES
Economics,Paul Teal,YES
Economics,Paul Violet,YES
Economics,Paul White,YES
Economics,Paul Yellow,YES
Economics,Quincy Azure,YES
Economics,Quincy Beige,YES
Economics,Quincy Black,YES
Economics,Quincy Blue,YES
Economics,Quincy Brown,NO
Economics,Quincy Cyan,YES
Economics,Quincy Davis,YES
Economics,Quincy Gray,YES
Economics,Quincy Green,YES
Economics,Quincy Indigo,YES
Economics,Quincy Johnson,YES
Economics,Quincy Magenta,YES
Economics,Quincy Orange,NO
Economics,Quincy Pink,YES
Economics,Quincy Purple,YES
Economics,Quincy Red,YES
Economics,Quincy Teal,YES
Economics,Quincy Violet,YES
Economics,Quincy White,YES
Economics,Quincy Yellow,YES
Economics,Rita Azure,YES
Economics,Rita Beige,NO
Economics,Rita Black,NO
Economics,Rita Blue,YES
Economics,Rita Brown,YES
Economics,Rita Cyan,YES
Economics,Rita Davis,YES
Economics,Rita Gray,YES
Economics,Rita Green,YES
Economics,Rita Indigo,YES
Economics,Rita Johnson,YES
Economics,Rita Magenta,YES
Economics,Rita Orange,YES
Economics,Rita Pink,YES
Economics,Rita Purple,YES
Economics,Rita Red,YES
Economics,Rita Teal,YES
Economics,Rita Violet,YES
Economics,Rita White,YES
Economics,Rita Yellow,YES
Economics,Sam Azure,YES
Economics,Sam Beige,YES
Economics,Sam Black,YES
Economics,Sam Blue,YES
Economics,Sam Brown,YES
Economics,Sam Cyan,YES
Economics,Sam Davis,YES
Economics,Sam Gray,YES
Economics,Sam Green,YES
Economics,Sam Indigo,NO
Economics,Sam Johnson,YES
Economics,Sam Magenta,YES
Economics,Sam Orange,YES
Economics,Sam Pink,YES
Economics,Sam Purple,YES
Economics,Sam Red,NO
Economics,Sam Teal,YES
Economics,Sam Violet,NO
Economics,Sam White,YES
Economics,Alice Azure,YES
Economics,Alice Black,YES
Economics,Alice Blue,NO
Economics,Alice Brown,YES
Economics,Alice Cyan,YES
Economics,Alice Davis,YES
Economics,Alice Gray,YES
Economics,Alice Green,NO
Economics,Alice Indigo,NO
Economics,Alice Johnson,YES
Economics,Alice Magenta,NO
Economics,Alice Orange,NO
Economics,Alice Pink,YES
Economics,Alice Purple,NO
Economics,Alice Red,YES
Economics,Alice Teal,YES
Economics,Alice Violet,YES
Economics,Alice White,YES
Economics,Alice Yellow,NO
Economics,Bob Azure,YES
Economics,Bob Beige,YES
Economics,Bob Black,YES
Economics,Bob Blue,YES
Economics,Bob Brown,YES
Economics,Bob Cyan,YES
Economics,Bob Davis,YES
Economics,Bob Gray,YES
Economics,Bob Green,YES
Economics,Bob Indigo,YES
Economics,Bob Johnson,NO
Economics,Bob Magenta,NO
Economics,Bob Orange,YES
Economics,Bob Pink,YES
Economics,Bob Purple,YES
Economics,Bob Red,YES
Economics,Bob Teal,YES
Economics,Bob Violet,YES
Economics,Bob White,YES
Economics,Bob Yellow,YES
Economics,Charlie Azure,YES
Economics,Charlie Beige,YES
Economics,Charlie Black,YES
Economics,Charlie Blue,NO
Economics,Charlie Brown,NO
Economics,Charlie Cyan,YES
Economics,Charlie Davis,YES
Economics,Charlie Gray,NO
Economics,Charlie Green,NO
Economics,Charlie Indigo,NO
Economics,Charlie Johnson,NO
Economics,Charlie Magenta,YES
Economics,Charlie Orange,NO
Economics,Charlie Pink,YES
Economics,Charlie Purple,YES
Economics,Charlie Red,NO
Economics,Charlie Teal,YES
Economics,Charlie Violet,NO
Economics,Charlie White,YES
Economics,Charlie Yellow,YES
Economics,Dana Azure,NO
Economics,Dana Beige,YES
Economics,Dana Black,YES
Economics,Dana Blue,YES
Economics,Dana Brown,YES
Economics,Dana Cyan,NO
Economics,Dana Davis,YES
Economics,Dana Gray,NO
Economics,Dana Green,NO
Economics,Dana Indigo,NO
Economics,Dana Johnson,YES
Economics,Dana Magenta,YES
Economics,Dana Orange,NO
Economics,Dana Pink,NO
Economics,Dana Purple,YES
Economics,Dana Red,YES
Economics,Dana Teal,YES
Economics,Dana Violet,YES
Economics,Dana White,YES
Economics,Dana Yellow,YES
Economics,Eve Azure,NO
Economics,Eve Beige,YES
Economics,Eve Black,YES
Economics,Eve Blue,YES
Economics,Eve Brown,YES
Economics,Eve Cyan,YES
Economics,Eve Davis,NO
Economics,Eve Gray,YES
Economics,Eve Green,YES
Economics,Eve Indigo,YES
Economics,Eve Johnson,YES
Economics,Eve Magenta,YES
Economics,Eve Orange,YES
Economics,Eve Pink,YES
Economics,Eve Purple,YES
Economics,Eve Red,YES
Economics,Eve Teal,YES
Economics,Eve Violet,YES
Economics,Eve White,NO
Economics,Eve Yellow,YES
Economics,Frank Azure,YES
Economics,Frank Beige,YES
Economics,Frank Black,YES
Economics,Frank Blue,YES
Economics,Frank Brown,YES
Economics,Frank Cyan,YES
Economics,Frank Davis,YES
Economics,Frank Gray,YES
Economics,Frank Green,YES
Economics,Frank Indigo,YES
Economics,Frank Johnson,YES
Economics,Frank Magenta,YES
Economics,Frank Orange,YES
Economics,Frank Pink,YES
Economics,Frank Purple,YES
Economics,Frank Red,NO
Economics,Frank Teal,YES
Economics,Frank Violet,YES
Economics,Frank White,NO
Economics,Frank Yellow,YES
Economics,Grace Azure,YES
Economics,Grace Beige,YES
Economics,Grace Black,YES
Economics,Grace Blue,YES
Economics,Grace Brown,YES
Economics,Grace Cyan,YES
Economics,Grace Davis,YES
Economics,Grace Gray,YES
Economics,Grace Green,NO
Economics,Grace Indigo,YES
Economics,Grace Johnson,NO
Economics,Grace Magenta,YES
Economics,Grace Orange,YES
Economics,Grace Pink,YES
Economics,Grace Purple,YES
Economics,Grace Red,YES
Economics,Grace Teal,YES
Economics,Grace Violet,YES
Economics,Grace White,YES
Economics,Grace Yellow,YES
Economics,Hank Azure,NO
Economics,Hank Beige,YES
Economics,Hank Black,YES
Economics,Hank Blue,NO
Economics,Hank Brown,YES
Economics,Hank Cyan,NO
Economics,Hank Davis,NO
Economics,Hank Gray,YES
Economics,Hank Green,NO
Economics,Hank Indigo,YES
Economics,Hank Johnson,YES
Economics,Hank Magenta,YES
Economics,Hank Orange,NO
Economics,Hank Pink,YES
Economics,Hank Purple,NO
Economics,Hank Red,NO
Economics,Hank Teal,YES
Economics,Hank Violet,YES
Economics,Hank White,YES
Economics,Hank Yellow,NO
Economics,Ivy Azure,YES
Economics,Ivy Beige,YES
Economics,Ivy Black,NO
Economics,Ivy Blue,YES
Economics,Ivy Brown,YES
Economics,Ivy Cyan,YES
Economics,Ivy Davis,YES
Economics,Ivy Gray,YES
Economics,Ivy Green,YES
Economics,Ivy Indigo,NO
Economics,Ivy Johnson,YES
Economics,Ivy Magenta,YES
Economics,Ivy Orange,YES
Economics,Ivy Pink,YES
Economics,Ivy Purple,YES
Economics,Ivy Red,YES
Economics,Ivy Teal,YES
Economics,Ivy Violet,YES
Economics,Ivy White,YES
Economics,Ivy Yellow,YES
Economics,Jack Azure,YES
Economics,Jack Beige,NO
Economics,Jack Black,YES
Economics,Jack Blue,YES
Economics,Jack Brown,YES
Economics,Jack Cyan,YES
Economics,Jack Davis,YES
Economics,Jack Gray,YES
Economics,Jack Green,YES
Economics,Jack Indigo,YES
Economics,Jack Johnson,YES
Economics,Jack Magenta,YES
Economics,Jack Orange,YES
Economics,Jack Pink,YES
Economics,Jack Purple,YES
Economics,Jack Red,YES
Economics,Jack Teal,NO
Economics,Jack Violet,YES
Economics,Jack White,YES
Economics,Jack Yellow,YES
Economics,Kelly Azure,YES
Economics,Kelly Beige,YES
Economics,Kelly Black,YES
Economics,Kelly Blue,YES
Economics,Kelly Brown,YES
Economics,Kelly Cyan,YES
Economics,Kelly Davis,YES
Economics,Kelly Gray,YES
Economics,Kelly Green,YES
Economics,Kelly Indigo,YES
Economics,Kelly Johnson,NO
Economics,Kelly Magenta,YES
Economics,Kelly Orange,NO
Economics,Kelly Pink,YES
Economics,Kelly Purple,YES
Economics,Kelly Red,YES
Economics,Kelly Teal,NO
Economics,Kelly Violet,YES
Economics,Kelly White,YES
Economics,Kelly Yellow,YES
Economics,Liam Azure,YES
Economics,Liam Beige,YES
Economics,Liam Black,YES
Economics,Liam Blue,YES
Economics,Liam Brown,YES
Economics,Liam Cyan,YES
Economics,Liam Davis,NO
Economics,Liam Gray,NO
Economics,Liam Green,NO
Economics,Liam Indigo,NO
Economics,Liam Johnson,NO
Economics,Liam Magenta,YES
Economics,Liam Orange,NO
Economics,Liam Pink,YES
Economics,Liam Purple,YES
Economics,Liam Red,YES
Economics,Liam Teal,YES
Economics,Liam Violet,YES
Economics,Liam White,YES
Economics,Liam Yellow,YES
Economics,Mona Azure,YES
Economics,Mona Beige,YES
Economics,Mona Black,YES
Economics,Mona Blue,YES
Economics,Mona Brown,YES
Economics,Mona Cyan,NO
Economics,Mona Davis,YES
Economics,Mona Gray,YES
Economics,Mona Green,YES
Economics,Mona Indigo,YES
Economics,Mona Johnson,YES
Economics,Mona Magenta,YES
Economics,Mona Orange,YES
Economics,Mona Pink,NO
Economics,Mona Purple,YES
Economics,Mona Red,NO
Economics,Mona Teal,YES
Economics,Mona Violet,YES
Economics,Mona White,NO
Economics,Mona Yellow,YES
Economics,Nick Azure,YES
Economics,Nick Beige,NO
Economics,Nick Black,YES
Economics,Nick Blue,YES
Economics,Nick Brown,NO
Economics,Nick Cyan,NO
Economics,Nick Davis,YES
Economics,Nick Gray,YES
Economics,Nick Green,YES
Economics,Nick Indigo,NO
Economics,Nick Johnson,YES
Economics,Nick Magenta,YES
Economics,Nick Orange,YES
Economics,Nick Pink,YES
Economics,Nick Purple,YES
Economics,Nick Red,NO
Economics,Nick Teal,NO
Economics,Nick Violet,YES
Economics,Nick White,YES
Economics,Nick Yellow,YES
Economics,Olivia Azure,NO
Economics,Olivia Beige,YES
Economics,Olivia Black,NO
Economics,Olivia Blue,NO
Economics,Olivia Brown,YES
Economics,Olivia Cyan,YES
Economics,Olivia Davis,YES
Economics,Olivia Gray,YES
Economics,Olivia Green,YES
Economics,Olivia Indigo,NO
Economics,Olivia Johnson,NO
Economics,Olivia Magenta,YES
Economics,Olivia Orange,YES
Economics,Olivia Pink,YES
Economics,Olivia Purple,YES
Economics,Olivia Red,YES
Economics,Olivia Teal,YES
Economics,Olivia Violet,YES
Economics,Olivia White,YES
Economics,Olivia Yellow,YES
Economics,Paul Azure,NO
Economics,Paul Beige,NO
Economics,Paul Black,YES
Economics,Paul Blue,YES
Economics,Paul Brown,NO
Economics,Paul Cyan,YES
Economics,Paul Davis,YES
Economics,Paul Gray,YES
Economics,Paul Green,YES
Economics,Paul Indigo,NO
Economics,Paul Johnson,YES
Economics,Paul Magenta,YES
Economics,Paul Orange,YES
Economics,Paul Pink,YES
Economics,Paul Purple,YES
Economics,Paul Red,YES
Economics,Paul Teal,YES
Economics,Paul Violet,YES
Economics,Paul White,YES
Economics,Paul Yellow,YES
Economics,Quincy Azure,YES
Economics,Quincy Beige,YES
Economics,Quincy Black,NO
Economics,Quincy Blue,YES
Economics,Quincy Brown,YES
Economics,Quincy Cyan,YES
Economics,Quincy Davis,NO
Economics,Quincy Gray,NO
Economics,Quincy Green,YES
Economics,Quincy Indigo,YES
Economics,Quincy Johnson,YES
Economics,Quincy Magenta,NO
Economics,Quincy Orange,YES
Economics,Quincy Pink,NO
Economics,Quincy Purple,YES
Economics,Quincy Red,YES
Economics,Quincy Teal,NO
Economics,Quincy Violet,YES
Economics,Quincy White,YES
Economics,Quincy Yellow,YES
Economics,Rita Azure,NO
Economics,Rita Beige,YES
Economics,Rita Black,YES
Economics,Rita Blue,NO
Economics,Rita Brown,YES
Economics,Rita Cyan,YES
Economics,Rita Davis,YES
Economics,Rita Gray,YES
Economics,Rita Green,NO
Economics,Rita Indigo,NO
Economics,Rita Johnson,NO
Economics,Rita Magenta,YES
Economics,Rita Orange,YES
Economics,Rita Pink,YES
Economics,Rita Purple,YES
Economics,Rita Red,NO
Economics,Rita Teal,YES
Economics,Rita Violet,NO
Economics,Rita White,YES
Economics,Rita Yellow,YES
Economics,Sam Azure,NO
Economics,Sam Beige,YES
Economics,Sam Black,NO
Economics,Sam Blue,NO
Economics,Sam Brown,YES
Economics,Sam Cyan,YES
Economics,Sam Davis,YES
Economics,Sam Gray,NO
Economics,Sam Green,YES
Economics,Sam Indigo,YES
Economics,Sam Johnson,YES
Economics,Sam Magenta,YES
Economics,Sam Orange,NO
Economics,Sam Pink,NO
Economics,Sam Purple,YES
Economics,Sam Red,YES
Economics,Sam Teal,YES
Economics,Sam Violet,NO
Economics,Sam White,YES
English,Alice Azure,YES
English,Alice Black,YES
English,Alice Blue,YES
English,Alice Brown,YES
English,Alice Cyan,NO
English,Alice Davis,YES
English,Alice Gray,YES
English,Alice Green,NO
English,Alice Indigo,NO
English,Alice Johnson,NO
English,Alice Magenta,YES
English,Alice Orange,NO
English,Alice Pink,YES
English,Alice Purple,YES
English,Alice Red,YES
English,Alice Teal,YES
English,Alice Violet,YES
English,Alice White,YES
English,Alice Yellow,NO
English,Bob Azure,NO
English,Bob Beige,NO
English,Bob Black,YES
English,Bob Blue,YES
English,Bob Brown,YES
English,Bob Cyan,YES
English,Bob Davis,YES
English,Bob Gray,YES
English,Bob Green,NO
English,Bob Indigo,YES
English,Bob Johnson,YES
English,Bob Magenta,YES
English,Bob Orange,YES
English,Bob Pink,NO
English,Bob Purple,YES
English,Bob Red,YES
English,Bob Teal,YES
English,Bob Violet,YES
English,Bob White,YES
English,Bob Yellow,YES
English,Charlie Azure,NO
English,Charlie Beige,YES
English,Charlie Black,YES
English,Charlie Blue,YES
English,Charlie Brown,NO
English,Charlie Cyan,YES
English,Charlie Davis,YES
English,Charlie Gray,YES
English,Charlie Green,NO
English,Charlie Indigo,YES
English,Charlie Johnson,NO
English,Charlie Magenta,YES
English,Charlie Orange,NO
English,Charlie Pink,YES
English,Charlie Purple,YES
English,Charlie Red,YES
English,Charlie Teal,NO
English,Charlie Violet,NO
English,Charlie White,NO
English,Charlie Yellow,YES
English,Dana Azure,NO
English,Dana Beige,YES
English,Dana Black,YES
English,Dana Blue,NO
English,Dana Brown,NO
English,Dana Cyan,NO
English,Dana Davis,YES
English,Dana Gray,NO
English,Dana Green,YES
English,Dana Indigo,YES
English,Dana Johnson,YES
English,Dana Magenta,NO
English,Dana Orange,YES
English,Dana Pink,YES
English,Dana Purple,NO
English,Dana Red,YES
English,Dana Teal,NO
English,Dana Violet,YES
English,Dana White,NO
English,Dana Yellow,NO
English,Eve Azure,YES
English,Eve Beige,YES
English,Eve Black,NO
English,Eve Blue,NO
English,Eve Brown,YES
English,Eve Cyan,YES
English,Eve Davis,YES
English,Eve Gray,NO
English,Eve Green,YES
English,Eve Indigo,YES
English,Eve Johnson,YES
English,Eve Magenta,YES
English,Eve Orange,YES
English,Eve Pink,NO
English,Eve Purple,YES
English,Eve Red,YES
English,Eve Teal,NO
English,Eve Violet,NO
English,Eve White,NO
English,Eve Yellow,YES
English,Frank Azure,YES
English,Frank Beige,YES
English,Frank Black,YES
English,Frank Blue,YES
English,Frank Brown,YES
English,Frank Cyan,NO
English,Frank Davis,YES
English,Frank Gray,YES
English,Frank Green,NO
English,Frank Indigo,YES
English,Frank Johnson,NO
English,Frank Magenta,NO
English,Frank Orange,YES
English,Frank Pink,YES
English,Frank Purple,NO
English,Frank Red,YES
English,Frank Teal,YES
English,Frank Violet,NO
English,Frank White,YES
English,Frank Yellow,NO
English,Grace Azure,YES
English,Grace Beige,YES
English,Grace Black,YES
English,Grace Blue,YES
English,Grace Brown,NO
English,Grace Cyan,YES
English,Grace Davis,NO
English,Grace Gray,YES
English,Grace Green,YES
English,Grace Indigo,NO
English,Grace Johnson,YES
English,Grace Magenta,YES
English,Grace Orange,NO
English,Grace Pink,NO
English,Grace Purple,YES
English,Grace Red,YES
English,Grace Teal,NO
English,Grace Violet,NO
English,Grace White,YES
English,Grace Yellow,YES
English,Hank Azure,YES
English,Hank Beige,YES
English,Hank Black,YES
English,Hank Blue,YES
English,Hank Brown,NO
English,Hank Cyan,YES
English,Hank Davis,YES
English,Hank Gray,YES
English,Hank Green,YES
English,Hank Indigo,YES
English,Hank Johnson,YES
English,Hank Magenta,YES
English,Hank Orange,YES
English,Hank Pink,NO
English,Hank Purple,NO
English,Hank Red,YES
English,Hank Teal,YES
English,Hank Violet,YES
English,Hank White,NO
English,Hank Yellow,YES
English,Ivy Azure,NO
English,Ivy Beige,NO
English,Ivy Black,NO
English,Ivy Blue,YES
English,Ivy Brown,NO
English,Ivy Cyan,NO
English,Ivy Davis,YES
English,Ivy Gray,NO
English,Ivy Green,NO
English,Ivy Indigo,YES
English,Ivy Johnson,NO
English,Ivy Magenta,YES
English,Ivy Orange,YES
English,Ivy Pink,YES
English,Ivy Purple,NO
English,Ivy Red,YES
English,Ivy Teal,YES
English,Ivy Violet,YES
English,Ivy White,YES
English,Ivy Yellow,YES
English,Jack Azure,NO
English,Jack Beige,NO
English,Jack Black,YES
English,Jack Blue,YES
English,Jack Brown,NO
English,Jack Cyan,NO
English,Jack Davis,YES
English,Jack Gray,NO
English,Jack Green,YES
English,Jack Indigo,NO
English,Jack Johnson,NO
English,Jack Magenta,NO
English,Jack Orange,YES
English,Jack Pink,YES
English,Jack Purple,NO
English,Jack Red,YES
English,Jack Teal,NO
English,Jack Violet,YES
English,Jack White,NO
English,Jack Yellow,YES
English,Kelly Azure,NO
English,Kelly Beige,NO
English,Kelly Black,YES
English,Kelly Blue,YES
English,Kelly Brown,YES
English,Kelly Cyan,NO
English,Kelly Davis,NO
English,Kelly Gray,YES
English,Kelly Green,YES
English,Kelly Indigo,NO
English,Kelly Johnson,NO
English,Kelly Magenta,YES
English,Kelly Orange,YES
English,Kelly Pink,YES
English,Kelly Purple,YES
English,Kelly Red,YES
English,Kelly Teal,YES
English,Kelly Violet,YES
English,Kelly White,NO
English,Kelly Yellow,YES
English,Liam Azure,YES
English,Liam Beige,YES
English,Liam Black,NO
English,Liam Blue,NO
English,Liam Brown,YES
English,Liam Cyan,YES
English,Liam Davis,NO
